category,unit,lesson,lesson_type,item_id,text,pinyin,target_file,recording_note
句子练习,3.伙伴与快乐,5.语文园地三,园地,yuwenyuandi3-sentence,遇到不认识的字，可以学着查字典。,,audio/sentences/yuwenyuandi3.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,4.家人与节日,1.静夜思,古诗,jingyesi-word-0,思,sī,audio/words/jingyesi-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,1.静夜思,古诗,jingyesi-word-1,床,chuáng,audio/words/jingyesi-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,1.静夜思,古诗,jingyesi-word-2,前,qián,audio/words/jingyesi-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,1.静夜思,古诗,jingyesi-word-3,光,guāng,audio/words/jingyesi-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,1.静夜思,古诗,jingyesi-word-4,低,dī,audio/words/jingyesi-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,1.静夜思,古诗,jingyesi-word-5,故,gù,audio/words/jingyesi-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,4.家人与节日,1.静夜思,古诗,jingyesi-lesson,读古诗时，要读出想家的心情。 完成任务后，大声读给家长听。,,audio/lessons/jingyesi.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,4.家人与节日,1.静夜思,古诗,jingyesi-sentence,读古诗时，要读出想家的心情。,,audio/sentences/jingyesi.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,4.家人与节日,2.夜色,课文,yese-word-0,色,sè,audio/words/yese-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,2.夜色,课文,yese-word-1,外,wài,audio/words/yese-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,2.夜色,课文,yese-word-2,看,kàn,audio/words/yese-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,2.夜色,课文,yese-word-3,爸,bà,audio/words/yese-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,2.夜色,课文,yese-word-4,晚,wǎn,audio/words/yese-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,2.夜色,课文,yese-word-5,笑,xiào,audio/words/yese-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,4.家人与节日,2.夜色,课文,yese-lesson,夜晚并不可怕，外面的景色也很美。 完成任务后，大声读给家长听。,,audio/lessons/yese.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,4.家人与节日,2.夜色,课文,yese-sentence,夜晚并不可怕，外面的景色也很美。,,audio/sentences/yese.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,4.家人与节日,3.端午粽,课文,duanwuzong-word-0,午,wǔ,audio/words/duanwuzong-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,3.端午粽,课文,duanwuzong-word-1,节,jié,audio/words/duanwuzong-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,3.端午粽,课文,duanwuzong-word-2,叶,yè,audio/words/duanwuzong-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,3.端午粽,课文,duanwuzong-word-3,米,mǐ,audio/words/duanwuzong-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,3.端午粽,课文,duanwuzong-word-4,真,zhēn,audio/words/duanwuzong-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,3.端午粽,课文,duanwuzong-word-5,分,fēn,audio/words/duanwuzong-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,4.家人与节日,3.端午粽,课文,duanwuzong-lesson,端午节吃粽子，也记住家人的味道。 完成任务后，大声读给家长听。,,audio/lessons/duanwuzong.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,4.家人与节日,3.端午粽,课文,duanwuzong-sentence,端午节吃粽子，也记住家人的味道。,,audio/sentences/duanwuzong.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,4.家人与节日,4.彩虹,课文,caihong-word-0,那,nà,audio/words/caihong-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,4.彩虹,课文,caihong-word-1,着,zhe,audio/words/caihong-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,4.彩虹,课文,caihong-word-2,到,dào,audio/words/caihong-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,4.彩虹,课文,caihong-word-3,高,gāo,audio/words/caihong-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,4.彩虹,课文,caihong-word-4,兴,xìng,audio/words/caihong-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,4.彩虹,课文,caihong-word-5,千,qiān,audio/words/caihong-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,4.家人与节日,4.彩虹,课文,caihong-lesson,彩虹像一座美丽的小桥。 完成任务后，大声读给家长听。,,audio/lessons/caihong.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,4.家人与节日,4.彩虹,课文,caihong-sentence,彩虹像一座美丽的小桥。,,audio/sentences/caihong.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,4.家人与节日,5.语文园地四,园地,yuwenyuandi4-word-0,胆,dǎn,audio/words/yuwenyuandi4-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,5.语文园地四,园地,yuwenyuandi4-word-1,粽,zòng,audio/words/yuwenyuandi4-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,5.语文园地四,园地,yuwenyuandi4-word-2,虹,hóng,audio/words/yuwenyuandi4-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,5.语文园地四,园地,yuwenyuandi4-word-3,据,jù,audio/words/yuwenyuandi4-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,5.语文园地四,园地,yuwenyuandi4-word-4,原,yuán,audio/words/yuwenyuandi4-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,4.家人与节日,5.语文园地四,园地,yuwenyuandi4-word-5,微,wēi,audio/words/yuwenyuandi4-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,4.家人与节日,5.语文园地四,园地,yuwenyuandi4-lesson,在园地里复习节日、夜色和古诗。 完成任务后，大声读给家长听。,,audio/lessons/yuwenyuandi4.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,4.家人与节日,5.语文园地四,园地,yuwenyuandi4-sentence,在园地里复习节日、夜色和古诗。,,audio/sentences/yuwenyuandi4.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,5.识字与运动,1.动物儿歌,识字,dongwu_erge-word-0,间,jiān,audio/words/dongwu_erge-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,1.动物儿歌,识字,dongwu_erge-word-1,迷,mí,audio/words/dongwu_erge-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,1.动物儿歌,识字,dongwu_erge-word-2,造,zào,audio/words/dongwu_erge-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,1.动物儿歌,识字,dongwu_erge-word-3,运,yùn,audio/words/dongwu_erge-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,1.动物儿歌,识字,dongwu_erge-word-4,池,chí,audio/words/dongwu_erge-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,1.动物儿歌,识字,dongwu_erge-word-5,欢,huān,audio/words/dongwu_erge-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,5.识字与运动,1.动物儿歌,识字,dongwu_erge-lesson,读动物儿歌，找一找虫字旁的字。 完成任务后，大声读给家长听。,,audio/lessons/dongwu_erge.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,5.识字与运动,1.动物儿歌,识字,dongwu_erge-sentence,读动物儿歌，找一找虫字旁的字。,,audio/sentences/dongwu_erge.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,5.识字与运动,2.古对今,识字,guduijin-word-0,古,gǔ,audio/words/guduijin-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,2.古对今,识字,guduijin-word-1,凉,liáng,audio/words/guduijin-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,2.古对今,识字,guduijin-word-2,细,xì,audio/words/guduijin-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,2.古对今,识字,guduijin-word-3,夕,xī,audio/words/guduijin-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,2.古对今,识字,guduijin-word-4,李,lǐ,audio/words/guduijin-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,2.古对今,识字,guduijin-word-5,语,yǔ,audio/words/guduijin-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,5.识字与运动,2.古对今,识字,guduijin-lesson,古对今，圆对方，对子读起来有节奏。 完成任务后，大声读给家长听。,,audio/lessons/guduijin.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,5.识字与运动,2.古对今,识字,guduijin-sentence,古对今，圆对方，对子读起来有节奏。,,audio/sentences/guduijin.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,5.识字与运动,3.操场上,识字,caochangshang-word-0,打,dǎ,audio/words/caochangshang-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,3.操场上,识字,caochangshang-word-1,拍,pāi,audio/words/caochangshang-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,3.操场上,识字,caochangshang-word-2,跑,pǎo,audio/words/caochangshang-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,3.操场上,识字,caochangshang-word-3,足,zú,audio/words/caochangshang-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,3.操场上,识字,caochangshang-word-4,声,shēng,audio/words/caochangshang-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,3.操场上,识字,caochangshang-word-5,身,shēn,audio/words/caochangshang-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,5.识字与运动,3.操场上,识字,caochangshang-lesson,操场上真热闹，大家一起运动。 完成任务后，大声读给家长听。,,audio/lessons/caochangshang.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,5.识字与运动,3.操场上,识字,caochangshang-sentence,操场上真热闹，大家一起运动。,,audio/sentences/caochangshang.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,5.识字与运动,4.人之初,识字,renzhichu-word-0,之,zhī,audio/words/renzhichu-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,4.人之初,识字,renzhichu-word-1,初,chū,audio/words/renzhichu-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,4.人之初,识字,renzhichu-word-2,性,xìng,audio/words/renzhichu-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,4.人之初,识字,renzhichu-word-3,善,shàn,audio/words/renzhichu-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,4.人之初,识字,renzhichu-word-4,习,xí,audio/words/renzhichu-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,4.人之初,识字,renzhichu-word-5,教,jiào,audio/words/renzhichu-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,5.识字与运动,4.人之初,识字,renzhichu-lesson,读蒙学句子，明白学习和习惯很重要。 完成任务后，大声读给家长听。,,audio/lessons/renzhichu.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,5.识字与运动,4.人之初,识字,renzhichu-sentence,读蒙学句子，明白学习和习惯很重要。,,audio/sentences/renzhichu.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,5.识字与运动,5.打电话,口语交际,kouyu_dadianhua-word-0,电,diàn,audio/words/kouyu_dadianhua-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,5.打电话,口语交际,kouyu_dadianhua-word-1,话,huà,audio/words/kouyu_dadianhua-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,5.打电话,口语交际,kouyu_dadianhua-word-2,喂,wéi,audio/words/kouyu_dadianhua-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,5.打电话,口语交际,kouyu_dadianhua-word-3,请,qǐng,audio/words/kouyu_dadianhua-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,5.打电话,口语交际,kouyu_dadianhua-word-4,再,zài,audio/words/kouyu_dadianhua-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,5.打电话,口语交际,kouyu_dadianhua-word-5,见,jiàn,audio/words/kouyu_dadianhua-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,5.识字与运动,5.打电话,口语交际,kouyu_dadianhua-lesson,打电话要先问好，再把事情说清楚。 完成任务后，大声读给家长听。,,audio/lessons/kouyu_dadianhua.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,5.识字与运动,5.打电话,口语交际,kouyu_dadianhua-sentence,打电话要先问好，再把事情说清楚。,,audio/sentences/kouyu_dadianhua.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,5.识字与运动,6.语文园地五,园地,yuwenyuandi5-word-0,饭,fàn,audio/words/yuwenyuandi5-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,6.语文园地五,园地,yuwenyuandi5-word-1,能,néng,audio/words/yuwenyuandi5-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,6.语文园地五,园地,yuwenyuandi5-word-2,饱,bǎo,audio/words/yuwenyuandi5-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,6.语文园地五,园地,yuwenyuandi5-word-3,茶,chá,audio/words/yuwenyuandi5-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,6.语文园地五,园地,yuwenyuandi5-word-4,泡,pào,audio/words/yuwenyuandi5-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,5.识字与运动,6.语文园地五,园地,yuwenyuandi5-word-5,轻,qīng,audio/words/yuwenyuandi5-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,5.识字与运动,6.语文园地五,园地,yuwenyuandi5-lesson,在园地里复习偏旁和生活中的字。 完成任务后，大声读给家长听。,,audio/lessons/yuwenyuandi5.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,5.识字与运动,6.语文园地五,园地,yuwenyuandi5-sentence,在园地里复习偏旁和生活中的字。,,audio/sentences/yuwenyuandi5.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,6.夏天与自然,1.古诗二首,古诗,gushi_ershou-word-0,首,shǒu,audio/words/gushi_ershou-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,1.古诗二首,古诗,gushi_ershou-word-1,采,cǎi,audio/words/gushi_ershou-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,1.古诗二首,古诗,gushi_ershou-word-2,无,wú,audio/words/gushi_ershou-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,1.古诗二首,古诗,gushi_ershou-word-3,树,shù,audio/words/gushi_ershou-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,1.古诗二首,古诗,gushi_ershou-word-4,爱,ài,audio/words/gushi_ershou-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,1.古诗二首,古诗,gushi_ershou-word-5,尖,jiān,audio/words/gushi_ershou-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,6.夏天与自然,1.古诗二首,古诗,gushi_ershou-lesson,读《池上》和《小池》，想象夏天的画面。 完成任务后，大声读给家长听。,,audio/lessons/gushi_ershou.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,6.夏天与自然,1.古诗二首,古诗,gushi_ershou-sentence,读《池上》和《小池》，想象夏天的画面。,,audio/sentences/gushi_ershou.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,6.夏天与自然,2.荷叶圆圆,课文,heye_yuanyuan-word-0,亮,liàng,audio/words/heye_yuanyuan-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,2.荷叶圆圆,课文,heye_yuanyuan-word-1,机,jī,audio/words/heye_yuanyuan-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,2.荷叶圆圆,课文,heye_yuanyuan-word-2,台,tái,audio/words/heye_yuanyuan-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,2.荷叶圆圆,课文,heye_yuanyuan-word-3,放,fàng,audio/words/heye_yuanyuan-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,2.荷叶圆圆,课文,heye_yuanyuan-word-4,鱼,yú,audio/words/heye_yuanyuan-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,2.荷叶圆圆,课文,heye_yuanyuan-word-5,朵,duǒ,audio/words/heye_yuanyuan-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,6.夏天与自然,2.荷叶圆圆,课文,heye_yuanyuan-lesson,荷叶圆圆的，像一把绿色的小伞。 完成任务后，大声读给家长听。,,audio/lessons/heye_yuanyuan.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,6.夏天与自然,2.荷叶圆圆,课文,heye_yuanyuan-sentence,荷叶圆圆的，像一把绿色的小伞。,,audio/sentences/heye_yuanyuan.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,6.夏天与自然,3.要下雨了,课文,yao_xiayu_le-word-0,直,zhí,audio/words/yao_xiayu_le-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,3.要下雨了,课文,yao_xiayu_le-word-1,呀,ya,audio/words/yao_xiayu_le-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,3.要下雨了,课文,yao_xiayu_le-word-2,边,biān,audio/words/yao_xiayu_le-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,3.要下雨了,课文,yao_xiayu_le-word-3,吗,ma,audio/words/yao_xiayu_le-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,3.要下雨了,课文,yao_xiayu_le-word-4,加,jiā,audio/words/yao_xiayu_le-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,3.要下雨了,课文,yao_xiayu_le-word-5,呢,ne,audio/words/yao_xiayu_le-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,6.夏天与自然,3.要下雨了,课文,yao_xiayu_le-lesson,天快下雨了，先观察身边的变化。 完成任务后，大声读给家长听。,,audio/lessons/yao_xiayu_le.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,6.夏天与自然,3.要下雨了,课文,yao_xiayu_le-sentence,天快下雨了，先观察身边的变化。,,audio/sentences/yao_xiayu_le.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,6.夏天与自然,4.语文园地六,园地,yuwenyuandi6-word-0,棍,gùn,audio/words/yuwenyuandi6-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,4.语文园地六,园地,yuwenyuandi6-word-1,汤,tāng,audio/words/yuwenyuandi6-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,4.语文园地六,园地,yuwenyuandi6-word-2,扇,shàn,audio/words/yuwenyuandi6-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,4.语文园地六,园地,yuwenyuandi6-word-3,椅,yǐ,audio/words/yuwenyuandi6-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,4.语文园地六,园地,yuwenyuandi6-word-4,萤,yíng,audio/words/yuwenyuandi6-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,6.夏天与自然,4.语文园地六,园地,yuwenyuandi6-word-5,牵,qiān,audio/words/yuwenyuandi6-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,6.夏天与自然,4.语文园地六,园地,yuwenyuandi6-lesson,在园地里复习夏天和天气词语。 完成任务后，大声读给家长听。,,audio/lessons/yuwenyuandi6.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,6.夏天与自然,4.语文园地六,园地,yuwenyuandi6-sentence,在园地里复习夏天和天气词语。,,audio/sentences/yuwenyuandi6.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,7.生活好习惯,1.文具的家,生活,wenjudejia-word-0,文,wén,audio/words/wenjudejia-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,1.文具的家,生活,wenjudejia-word-1,次,cì,audio/words/wenjudejia-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,1.文具的家,生活,wenjudejia-word-2,找,zhǎo,audio/words/wenjudejia-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,1.文具的家,生活,wenjudejia-word-3,平,píng,audio/words/wenjudejia-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,1.文具的家,生活,wenjudejia-word-4,办,bàn,audio/words/wenjudejia-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,1.文具的家,生活,wenjudejia-word-5,让,ràng,audio/words/wenjudejia-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,7.生活好习惯,1.文具的家,生活,wenjudejia-lesson,文具盒，是文具的家。 用完文具要收好。,,audio/lessons/wenjudejia.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,7.生活好习惯,1.文具的家,生活,wenjudejia-sentence,文具也有自己的家。,,audio/sentences/wenjudejia.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,7.生活好习惯,2.一分钟,时间,yifenzhong-word-0,钟,zhōng,audio/words/yifenzhong-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,2.一分钟,时间,yifenzhong-word-1,元,yuán,audio/words/yifenzhong-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,2.一分钟,时间,yifenzhong-word-2,洗,xǐ,audio/words/yifenzhong-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,2.一分钟,时间,yifenzhong-word-3,共,gòng,audio/words/yifenzhong-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,2.一分钟,时间,yifenzhong-word-4,已,yǐ,audio/words/yifenzhong-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,2.一分钟,时间,yifenzhong-word-5,经,jīng,audio/words/yifenzhong-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,7.生活好习惯,2.一分钟,时间,yifenzhong-lesson,一分钟，很短。 一分钟，也能做很多事。,,audio/lessons/yifenzhong.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
句子练习,7.生活好习惯,2.一分钟,时间,yifenzhong-sentence,一分钟能做很多事。,,audio/sentences/yifenzhong.mp3,完整句子朗读一遍，可作为后续句子补空和跟读素材。
生字单字,7.生活好习惯,3.动物王国开大会,故事,dongwuwangguokaidahui-word-0,物,wù,audio/words/dongwuwangguokaidahui-0.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,3.动物王国开大会,故事,dongwuwangguokaidahui-word-1,虎,hǔ,audio/words/dongwuwangguokaidahui-1.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,3.动物王国开大会,故事,dongwuwangguokaidahui-word-2,熊,xióng,audio/words/dongwuwangguokaidahui-2.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,3.动物王国开大会,故事,dongwuwangguokaidahui-word-3,通,tōng,audio/words/dongwuwangguokaidahui-3.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,3.动物王国开大会,故事,dongwuwangguokaidahui-word-4,注,zhù,audio/words/dongwuwangguokaidahui-4.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
生字单字,7.生活好习惯,3.动物王国开大会,故事,dongwuwangguokaidahui-word-5,意,yì,audio/words/dongwuwangguokaidahui-5.mp3,单字清晰读一遍，发音后留 0.2 秒空白，不要读解释。
课文朗读,7.生活好习惯,3.动物王国开大会,故事,dongwuwangguokaidahui-lesson,动物王国开大会。 通知说清楚，大家不迷路。,,audio/lessons/dongwuwangguokaidahui.mp3,按一年级学生听感慢速朗读，语气自然亲切，句间停顿明显。
